Topic,Topic.1,Topic.2,Topic.3,Topic.4,Topic.5,Topic.6,Topic.7,Topic.8,Topic.9
2.6e-4,2.6e-4,2.6e-4,0.03018,2.6e-4,2.6e-4,2.6e-4,2.6e-4,2.6e-4,0.96775
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.99828
0.0312,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.96695
0.05382,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.94417
0.05382,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.94417
0.05856,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.93948
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.07258,1.9e-4,1.9e-4,1.9e-4,0.9259
0.9973,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4,3e-4
0.98524,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164,0.00164
0.96538,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385,0.00385
0.98269,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.00192
0.31057,0.46388,2.9e-4,0.19446,2.9e-4,0.02937,2.9e-4,2.9e-4,2.9e-4,2.9e-4
4e-4,4e-4,4e-4,4e-4,4e-4,4e-4,4e-4,0.04885,0.43475,0.51361
0.25482,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.49721,0.24638
3.2e-4,3.2e-4,0.68731,0.08553,3.2e-4,3.2e-4,0.2249,3.2e-4,3.2e-4,3.2e-4
4.2e-4,4.2e-4,0.85491,0.12567,4.2e-4,4.2e-4,0.01651,4.2e-4,4.2e-4,4.2e-4
0.05178,0.38365,5.5e-4,5.5e-4,0.13984,0.21466,0.16935,5.5e-4,5.5e-4,0.03851
0.00244,0.00244,0.4632,0.51728,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244
9.9e-4,0.08472,9.9e-4,0.37502,9.9e-4,9.9e-4,9.9e-4,9.9e-4,0.53332,9.9e-4
7e-4,7e-4,7e-4,0.56809,7e-4,7e-4,0.42632,7e-4,7e-4,7e-4
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.99879
3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,3.7e-4,0.05797,3.7e-4,3.7e-4,0.93906
3.1e-4,3.1e-4,3.1e-4,3.1e-4,0.12458,3.1e-4,0.46134,3.1e-4,0.19571,0.21649
0.13684,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.86102
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.01327,1.3e-4,1.3e-4,0.98568
6.3e-4,6.3e-4,0.74752,6.3e-4,6.3e-4,6.3e-4,0.24745,6.3e-4,6.3e-4,6.3e-4
0.1023,0.29863,0.18407,0.37358,4.5e-4,4.5e-4,4.5e-4,4.5e-4,0.03914,4.5e-4
1.9e-4,0.30804,1.9e-4,1.9e-4,0.03011,1.9e-4,1.9e-4,1.9e-4,0.66054,1.9e-4
0.07935,5.7e-4,0.91606,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4
4.7e-4,4.7e-4,0.43538,0.08283,4.7e-4,4.7e-4,0.11153,4.7e-4,0.36743,4.7e-4
0.00133,0.00133,0.988,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133,0.00133
6.6e-4,6.6e-4,0.52295,6.6e-4,0.47179,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4
6.3e-4,6.3e-4,0.23834,0.24152,0.11893,6.3e-4,0.3974,6.3e-4,6.3e-4,6.3e-4
0.20515,7.8e-4,0.36091,0.42847,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4,7.8e-4
5.7e-4,5.7e-4,0.4167,0.57878,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4,5.7e-4
0.9202,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,0.07586,4.9e-4,4.9e-4
0.27453,0.00765,1.3e-4,0.58381,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.13321,1.3e-4
0.11914,8.9e-4,8.9e-4,0.87371,8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4
6.8e-4,6.8e-4,0.07191,6.8e-4,0.26356,6.8e-4,0.65979,6.8e-4,6.8e-4,6.8e-4
0.1337,2.6e-4,2.6e-4,2.6e-4,2.6e-4,2.6e-4,0.10243,2.6e-4,2.6e-4,0.76202
7.4e-4,0.57733,7.4e-4,7.4e-4,7.4e-4,0.13567,7.4e-4,7.4e-4,7.4e-4,0.28185
2.2e-4,2.2e-4,0.99801,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4,2.2e-4
3.8e-4,3.8e-4,0.98075,3.8e-4,3.8e-4,3.8e-4,0.01617,3.8e-4,3.8e-4,3.8e-4
3.6e-4,3.6e-4,0.29117,0.24829,3.6e-4,3.6e-4,0.42165,3.6e-4,3.6e-4,0.03671
3.4e-4,3.4e-4,0.52438,0.43799,3.4e-4,3.4e-4,0.03526,3.4e-4,3.4e-4,3.4e-4
0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.97272,0.00303
4e-4,4e-4,0.87748,4e-4,4e-4,4e-4,4e-4,4e-4,4e-4,0.11935
3.2e-4,0.47564,3.2e-4,3.2e-4,3.2e-4,0.52183,3.2e-4,3.2e-4,3.2e-4,3.2e-4
1.4e-4,0.26034,1.4e-4,1.4e-4,1.4e-4,0.50891,1.4e-4,0.13639,0.09351,1.4e-4
0.9968,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4,3.6e-4
3.9e-4,0.33061,3.9e-4,3.9e-4,0.1636,3.9e-4,3.9e-4,3.9e-4,0.50306,3.9e-4
0.15326,8.5e-4,0.79073,8.5e-4,8.5e-4,8.5e-4,8.5e-4,8.5e-4,8.6e-4,0.05003
9.7e-4,9.7e-4,9.7e-4,9.7e-4,0.23661,9.7e-4,0.34185,0.41474,9.7e-4,9.7e-4
7.2e-4,7.2e-4,7.2e-4,7.2e-4,7.2e-4,0.27533,7.2e-4,7.2e-4,0.71892,7.2e-4
0.63034,0.00189,0.00189,0.00189,0.00189,0.00189,0.35456,0.00189,0.00189,0.00189
0.39432,1.9e-4,0.15698,0.16932,1.9e-4,0.11358,1.9e-4,0.02697,1.9e-4,0.13808
8.9e-4,8.9e-4,0.366,0.62692,8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.17235,1.9e-4,1.9e-4,0.56081,0.26553
2.5e-4,0.33596,2.5e-4,0.09256,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.56971,2.5e-4
3.5e-4,3.5e-4,0.41769,0.31357,3.5e-4,0.08715,3.5e-4,3.5e-4,3.5e-4,0.1795
0.04881,0.31657,1e-4,1e-4,1e-4,1e-4,1e-4,1e-4,0.62366,0.01034
3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.06037,0.41629,0.52093
4.9e-4,4.9e-4,0.10735,4.9e-4,4.9e-4,0.22798,4.9e-4,0.32514,4.9e-4,0.33659
1.6e-4,0.19935,1.6e-4,1.6e-4,0.3051,1.6e-4,1.6e-4,1.6e-4,0.34338,0.15118
4.5e-4,0.05321,0.71076,0.10213,4.5e-4,4.5e-4,4.5e-4,4.5e-4,4.5e-4,0.13121
0.31932,3.4e-4,3.4e-4,0.16378,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.51455,3.4e-4
0.98421,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175,0.00175
0.03015,4.7e-4,0.3338,0.12913,4.7e-4,4.7e-4,4.7e-4,4.7e-4,0.50411,4.7e-4
5.9e-4,5.9e-4,0.9947,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4
2.9e-4,0.0508,2.9e-4,2.9e-4,0.05369,2.9e-4,0.75881,2.9e-4,2.9e-4,0.13497
0.00217,0.00217,0.00217,0.00217,0.00217,0.50746,0.00217,0.00217,0.10228,0.37504
0.99752,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4
3.4e-4,0.02421,3.4e-4,0.4493,3.4e-4,0.05355,3.4e-4,0.47091,3.4e-4,3.4e-4
0.00167,0.00167,0.39184,0.00167,0.00167,0.00167,0.00167,0.00167,0.59482,0.00167
6.2e-4,6.2e-4,0.99441,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4,6.2e-4
0.0802,4e-4,0.23411,0.50655,0.02714,4e-4,4e-4,4e-4,4e-4,0.15001
0.99816,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4
0.9717,2.5e-4,2.5e-4,2.5e-4,2.5e-4,2.5e-4,0.02628,2.5e-4,2.5e-4,2.5e-4
0.98831,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
3.8e-4,3.8e-4,0.66274,0.22666,0.10791,3.8e-4,3.8e-4,3.8e-4,3.8e-4,3.8e-4
4.5e-4,4.5e-4,4.5e-4,4.5e-4,0.67023,4.5e-4,4.5e-4,0.08025,4.5e-4,0.24633
0.54339,8.5e-4,8.5e-4,0.21378,8.5e-4,8.5e-4,8.5e-4,8.5e-4,0.2369,8.5e-4
0.57143,7.2e-4,7.2e-4,0.22699,7.2e-4,7.2e-4,7.2e-4,7.2e-4,0.19654,7.2e-4
4.3e-4,4.3e-4,4.3e-4,4.3e-4,0.19513,4.3e-4,4.3e-4,4.3e-4,0.80146,4.3e-4
2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.01796,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.98009
5.1e-4,5.1e-4,5.1e-4,0.6216,0.05401,5.1e-4,0.32084,5.1e-4,5.1e-4,5.1e-4
2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.9978,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4
8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4,8.9e-4,0.99196,8.9e-4,8.9e-4,8.9e-4
0.38977,5.7e-4,5.7e-4,0.25787,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.34836,5.7e-4
0.00154,0.00154,0.00154,0.83573,0.00154,0.00154,0.00154,0.00154,0.15196,0.00154
0.00143,0.00143,0.00143,0.80538,0.18319,0.00143,0.00143,0.00143,0.00143,0.00143
0.91239,0.07059,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213,0.00213
0.03334,0.03333,0.03333,0.03333,0.03334,0.03334,0.03333,0.69998,0.03334,0.03334
0.09442,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,1.6e-4,0.00775,0.23607,0.66082
0.52994,1.7e-4,1.7e-4,0.17851,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.01576,0.27477
0.00278,0.00278,0.00278,0.17229,0.00278,0.00278,0.00278,0.00278,0.34006,0.4682
6.5e-4,0.56865,0.29656,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,0.13027,6.5e-4
0.191,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,0.80381,6.5e-4
6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,0.99404
1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.99849
1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.99843
0.01429,0.01429,0.01429,0.69755,0.01429,0.01429,0.01429,0.01429,0.01429,0.18814
7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,7.6e-4,0.99318
1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,1.1e-4,0.99899
0.51438,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,2.7e-4,0.03699,0.44674
1.4e-4,1.4e-4,1.4e-4,1.4e-4,1.4e-4,0.01496,1.4e-4,1.4e-4,1.4e-4,0.98389
2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,2.1e-4,0.9981
1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.99843
0.08669,9.2e-4,9.2e-4,9.2e-4,0.11143,9.2e-4,0.15792,9.2e-4,9.2e-4,0.63845
0.01711,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,2e-4,0.98132
2e-4,2e-4,2e-4,2e-4,0.06044,2e-4,2e-4,2e-4,2e-4,0.93794
1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.01507,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.98359
0.39419,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135,0.00135,0.05929,0.53706
0.01832,0.04737,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.17638,0.75679
0.5787,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.00123,0.41142
0.55596,0.00833,0.00834,0.00834,0.00834,0.00833,0.00833,0.00834,0.00834,0.37735
0.2892,8.1e-4,8.1e-4,8.1e-4,8.1e-4,8.1e-4,8.1e-4,8.1e-4,8.1e-4,0.70429
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.99885
0.06122,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.93692
0.64031,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,0.06323,6.5e-4,0.16816,0.12437
3.4e-4,3.4e-4,3.4e-4,0.50831,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.48895,3.4e-4
0.22812,2.7e-4,2.7e-4,0.14713,2.7e-4,2.7e-4,0.01102,2.7e-4,0.38535,0.22701
0.29118,2.3e-4,2.3e-4,0.15038,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.55683,2.3e-4
0.23624,0.11237,2.7e-4,0.00686,0.50628,0.02122,2.7e-4,2.7e-4,0.11596,2.7e-4
2.8e-4,2.8e-4,0.93611,0.06165,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4
0.99412,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4,6.5e-4
0.66645,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.14589,0.00185,0.1747
0.59529,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.14766,0.25467,3.4e-4
0.91041,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,6.3e-4,0.08456,6.3e-4,6.3e-4
0.33774,2.7e-4,2.7e-4,0.0856,2.7e-4,0.01319,2.7e-4,0.48711,0.07501,2.7e-4
0.19107,4.6e-4,4.6e-4,0.64259,4.6e-4,4.6e-4,0.1631,4.6e-4,4.6e-4,4.6e-4
0.21009,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,4.9e-4,0.11687,4.9e-4,0.66964
3.3e-4,0.26565,3.3e-4,0.50891,0.03932,3.3e-4,3.3e-4,3.3e-4,3.3e-4,0.18415
0.83818,0.00156,0.10898,0.0419,0.00156,0.00156,0.00156,0.00156,0.00156,0.00156
0.39208,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.59459,0.00167
0.43386,0.10568,0.06752,0.33724,3.9e-4,0.01067,3.9e-4,3.9e-4,0.04345,3.9e-4
2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.04215,2.4e-4,2.4e-4,0.60894,0.34721
3.6e-4,0.03908,0.13964,0.05376,3.6e-4,0.20446,0.56126,3.6e-4,3.6e-4,3.6e-4
7.4e-4,7.4e-4,7.4e-4,7.4e-4,0.06399,7.4e-4,7.4e-4,7.4e-4,0.89026,0.0406
0.56132,8.7e-4,0.28869,0.0961,8.7e-4,8.7e-4,0.04868,8.7e-4,8.7e-4,8.7e-4
2.6e-4,2.6e-4,0.32591,0.58939,2.6e-4,0.08288,2.6e-4,2.6e-4,2.6e-4,2.6e-4
0.04804,0.25396,2.6e-4,0.17885,2.6e-4,2.6e-4,2.6e-4,2.6e-4,0.51759,2.6e-4
6.7e-4,0.93784,6.7e-4,6.7e-4,6.7e-4,6.7e-4,6.7e-4,0.05679,6.7e-4,6.7e-4
3.4e-4,3.4e-4,3.4e-4,0.39143,0.25534,3.4e-4,0.06642,3.4e-4,0.16508,0.12001
0.41342,7.5e-4,0.2252,0.35616,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4,7.5e-4
0.36697,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.63108,2.4e-4
2e-4,0.05359,0.03465,2e-4,2e-4,2e-4,2e-4,2e-4,0.13892,0.77164
0.1667,5.2e-4,0.0708,0.3669,0.03479,5.2e-4,5.2e-4,5.2e-4,5.2e-4,0.3582
2.8e-4,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.10416,2.8e-4,2.8e-4,2.8e-4,0.89362
0.94374,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625
1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,1.3e-4,0.99881
1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,1.5e-4,0.04887,1.5e-4,0.94996
0.0063,2.7e-4,2.7e-4,0.05051,2.7e-4,2.7e-4,0.05039,0.01152,0.106,0.7742
3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.99693
1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,1.9e-4,0.01744,1.9e-4,1.9e-4,0.98108
1.2e-4,0.01364,1.2e-4,1.2e-4,1.2e-4,1.2e-4,1.2e-4,1.2e-4,1.2e-4,0.98537
3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.99693
0.15624,6.4e-4,6.4e-4,0.1662,6.4e-4,6.4e-4,6.4e-4,6.4e-4,0.4378,0.23591
0.27737,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,2.9e-4,0.72029,2.9e-4
0.07469,0.0407,4.4e-4,0.45058,4.4e-4,4.4e-4,0.33868,4.4e-4,0.09316,4.4e-4
5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,5.9e-4,0.13794,0.85735,5.9e-4,5.9e-4
5.4e-4,5.4e-4,0.99511,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4,5.4e-4
2.5e-4,2.5e-4,0.28909,2.5e-4,2.5e-4,0.05066,0.65852,2.5e-4,2.5e-4,2.5e-4
4.7e-4,4.7e-4,0.02805,0.4965,0.13708,4.7e-4,0.33554,4.7e-4,4.7e-4,4.7e-4
0.75589,0.00476,0.20601,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476,0.00476
2.4e-4,2.4e-4,0.60264,0.3561,2.4e-4,0.0396,2.4e-4,2.4e-4,2.4e-4,2.4e-4
0.44713,5.4e-4,5.4e-4,0.32414,5.4e-4,5.4e-4,5.4e-4,5.4e-4,0.22496,5.4e-4
0.6192,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.34746
0.45933,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,4.2e-4,0.53732
4.9e-4,4.9e-4,4.9e-4,4.9e-4,0.1687,4.9e-4,0.64599,4.9e-4,0.11115,0.07125
0.98676,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147
0.34878,5.7e-4,0.10411,0.12398,5.7e-4,5.7e-4,5.7e-4,5.7e-4,0.26506,0.15521
0.09692,0.0429,3.2e-4,3.2e-4,3.2e-4,3.2e-4,0.07562,3.2e-4,0.47553,0.30744
0.03536,2.5e-4,2.5e-4,0.5984,2.5e-4,2.5e-4,2.5e-4,0.3645,2.5e-4,2.5e-4
2e-4,0.1653,2e-4,2e-4,2e-4,0.10049,2e-4,2e-4,0.62894,0.10406
0.00111,0.00111,0.85879,0.13232,0.00111,0.00111,0.00111,0.00111,0.00111,0.00111
2.8e-4,0.42938,2.8e-4,2.8e-4,2.8e-4,2.8e-4,0.18968,2.8e-4,0.25164,0.12761
6.3e-4,0.46207,6.3e-4,0.09305,6.3e-4,6.3e-4,6.3e-4,6.3e-4,0.4405,6.3e-4
0.2112,4e-4,0.59022,0.04163,4e-4,0.11964,4e-4,4e-4,4e-4,0.03528
0.03524,0.19576,6.8e-4,6.8e-4,0.38651,0.20249,6.8e-4,0.05286,0.12442,6.8e-4
2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.03619,2.3e-4,2.3e-4,2.3e-4,2.3e-4,0.96195
0.98302,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189
3.5e-4,3.5e-4,0.16008,0.10084,3.5e-4,3.5e-4,3.5e-4,0.73662,3.5e-4,3.5e-4
0.28323,3.3e-4,3.3e-4,3.3e-4,0.05797,3.3e-4,0.60341,3.3e-4,0.05343,3.3e-4
0.14901,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,1.7e-4,0.84966,1.7e-4
6.6e-4,6.6e-4,0.38468,0.61006,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4,6.6e-4
0.07649,0.75766,0.00112,0.00112,0.04003,0.00112,0.00112,0.00112,0.11907,0.00112
8.2e-4,8.2e-4,8.2e-4,0.42639,0.08387,0.484,8.2e-4,8.2e-4,8.2e-4,8.2e-4
0.00122,0.31462,0.00122,0.09555,0.00122,0.00122,0.00122,0.00122,0.5813,0.00122
4.4e-4,4.4e-4,0.27754,0.42669,4.4e-4,4.4e-4,0.12709,4.4e-4,0.05586,0.1106
0.26619,0.04392,0.68289,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2.4e-4,0.33733,2.4e-4,2.4e-4,2.4e-4,2.4e-4,2.4e-4,0.01202,0.64897,2.4e-4
0.00192,0.00192,0.00192,0.26975,0.00192,0.00192,0.00192,0.00192,0.4422,0.27459
0.0011,0.0011,0.87942,0.0011,0.11179,0.0011,0.0011,0.0011,0.0011,0.0011
0.57305,4.4e-4,4.4e-4,0.21563,0.20821,4.4e-4,4.4e-4,4.4e-4,4.4e-4,4.4e-4
0.15337,5.5e-4,5.5e-4,0.55403,5.5e-4,5.5e-4,5.5e-4,5.5e-4,0.28875,5.5e-4
0.10772,4.8e-4,0.05946,4.8e-4,4.8e-4,4.8e-4,4.8e-4,4.8e-4,0.82946,4.8e-4
0.98676,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147,0.00147
0.52872,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.45128,0.0025
4e-4,0.13718,4e-4,4e-4,0.14327,0.08856,4e-4,0.62859,4e-4,4e-4
0.01667,0.01667,0.44034,0.01667,0.01667,0.4263,0.01667,0.01667,0.01667,0.01667
5.2e-4,5.2e-4,0.09859,0.20435,5.2e-4,5.2e-4,5.2e-4,0.69341,5.2e-4,5.2e-4
0.06656,0.03692,7.9e-4,7.9e-4,7.9e-4,7.9e-4,7.9e-4,0.891,7.9e-4,7.9e-4
0.95908,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455,0.00455
3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,3.4e-4,0.99696,3.4e-4,3.4e-4,3.4e-4
